51302455906,aba,267,61
51302493858,dfc,179,178
51302500847,bfd,89,234
51302508451,fca,188,32
51302509513,aca,280,204
51302526114,dfd,87,194
51302531532,efa,43,84
51302562228,gdc,130,8
51302604838,afd,135,120
51302605391,geg,138,229
51302633097,bbd,22,233
51302637000,ffd,84,133
51302640362,fgc,23,58
51302671072,bac,121,261
51302692183,dee,76,15
51302712474,ggd,135,38
51302714128,gce,19,212
51302721107,ece,34,207
51302727116,bbd,164,251
51302749706,egc,231,162
51302768978,ebb,67,28
51302784958,gdb,239,165
51302841036,eaa,108,159
51302883972,aga,38,177
51302893897,efa,124,84
51302898283,egf,193,65
51302918277,deg,257,158
51302938823,acf,77,180
51302942074,cde,15,16
51302974259,gbf,269,98
51302984251,eea,130,71
51303041248,eab,73,86
51303041868,ffa,123,38
51303048064,eab,293,102
51303048977,bge,295,213
51303091104,gaf,116,225
51303138597,ccb,65,169
51303167732,ega,149,122
51303172563,feb,272,227
51303201864,agc,107,30
51303230186,bcd,1,46
51303236100,gab,183,45
51303249365,cbd,138,236
51303262672,cdb,170,199
51303297527,aeb,292,121
51303299178,ace,24,52
51303338505,cgd,208,294
51303351955,fgg,282,248
51303362460,bfg,70,176
51303388759,ddf,8,261
51303389478,cef,265,383
51303394171,fge,45,126
51303409155,eec,30,88
51303453663,bda,136,161
51303486274,bdf,207,166
51303494473,bgd,269,202
51303513909,dgg,151,270
51303522989,bac,87,229
51303544510,cbc,123,170
51303573429,ggg,209,240
51303650283,baf,203,149
51303653703,fad,192,187
51303680988,ggg,249,276
51303706746,edd,270,72
51303726207,bgd,37,163
51303746957,gdg,73,67
51303753861,cda,261,263
51303789521,gcb,17,155
51303799834,dag,231,183
51303835251,fac,156,161
51303851130,cac,235,60
51303854821,cbc,240,187
51303865000,ffb,261,130
51303880883,afe,287,172
51303893849,eae,7,115
51303905968,bcc,276,66
51303929526,cga,38,169
51303931338,efe,163,190
51303952213,afe,70,168
51303979337,ffd,288,139
51304003467,cbf,147,201
51304017745,dcd,196,22
51304049216,aaa,294,84
51304068239,efc,218,199
51304127194,eaf,161,261
51304133462,feb,34,236
51304134691,efa,85,91
51304170887,agb,89,12
51304191428,gff,201,65
51304203861,dga,115,255
51304243738,cac,31,54
51304315778,bcg,113,229
51304324563,ede,76,216
51304328175,aae,28,64
51304335095,eef,30,160
51304338018,aca,203,224
51304355397,bfe,264,136
51304394085,cge,278,180
51304429447,fbe,19,235
51304436766,eeb,80,209
51304445678,ace,75,56
51304453873,bba,236,17
51304477403,gdf,72,51
51304479306,bbe,242,234
51304483370,gcg,210,96
51304484168,ege,286,18
51304508395,edb,127,130
51304525267,fdg,290,8
51304537271,caf,269,66
51304542111,acc,289,211
51304569098,cag,141,266
51304569261,dba,271,119
51304579617,dec,147,26
51304583444,add,246,166
51304596981,egd,135,77
51304611889,age,162,287
51304631107,bcb,156,206
51304644301,dfb,293,293
51304646323,ggf,163,73
51304646436,fca,147,33
51304683249,bbf,36,287
51304687655,fag,38,43
51304700815,dga,277,237
51304732440,cgd,297,329
51304735226,deg,193,181
51304755942,feb,291,195
51304774460,cda,42,244
51304810567,bbc,141,144
51304830490,gbe,84,204
51304871748,aff,253,165
51304882482,gdd,51,43
51304884925,dgf,54,212
51304885339,dgc,299,109
51304890564,aaa,131,78
51304926782,fff,51,190
51304963670,gfe,120,234
51304997964,aad,153,49
51305028508,aeb,268,118
51305029134,acd,218,16
51305053026,fae,261,281
51305082817,dac,265,285
51305097847,cfg,85,27
51305105716,baa,290,234
51305118492,ged,76,119
51305122621,bda,162,128
51305242154,bab,39,67
51305275404,gba,281,125
51305282060,cfc,282,219
51305300603,add,298,157
51305300639,fca,205,31
51305300652,efc,50,214
51305338022,adc,180,289
51305343989,faa,219,104
51305348216,abg,235,66
51305366394,gbb,129,226
51305372299,gef,255,28
51305381596,agd,98,237
51305382268,bae,138,248
51305396327,fab,135,205
51305404709,gda,118,9
51305414195,bbg,67,25
51305426218,bca,132,80
51305463349,cee,38,117
51305484204,fce,48,175
51305487305,aeb,146,106
51305493245,abc,83,113
51305502224,bgg,43,40
51305519193,agf,224,54
51305531913,ada,20,145
51305594120,afc,240,44
51305603974,cgb,197,225
51305614855,fab,127,184
51305633648,fdg,170,9
51305637507,gda,153,10
51305654247,gbg,218,194
51305664736,ffa,73,32
51305711790,dea,5,270
51305726613,aab,203,25
51305761324,daf,189,142
51305771526,ddd,57,100
51305786839,dbf,95,112
51305799142,efc,13,216
51305825471,dga,225,241
51305834701,adc,169,335
51305841609,bdb,79,26
51305856442,ede,296,213
51305861939,ddb,109,73
51305908674,bga,289,295
51305915864,cee,127,100
51305930329,bbd,76,298
51305943778,dgb,298,135
51305946090,eae,235,120
51305957038,ede,49,172
51305972853,fbc,68,191
51305984208,bdf,222,164
51305991678,eba,220,125
51305994141,aee,60,210
51306020046,dgb,290,136
51306094070,dfa,220,248
51306106031,dba,166,102
51306206954,dbd,188,91
51306210476,gac,109,138
51306250535,gbe,200,224
51306255833,gbe,7,259
51306256696,fge,156,118
51306257552,ecf,59,13
51306257738,efa,155,81
51306264536,ade,155,298
51306268342,gfa,153,180
51306278832,cbd,223,217
51306290708,gec,158,132
51306297134,eac,11,107
51306298625,dca,217,238
51306315900,cdg,232,180
51306329913,ced,250,68
51306348384,ebc,40,48
51306349753,ddc,36,169
51306355693,abd,2,29
51306359766,dff,14,251
51306362544,efd,97,5
51306365290,bbb,209,84
51306369014,ddg,246,178
51306389112,fgb,53,15
51306400908,feb,262,220
51306414313,ecd,42,114
51306439421,faf,190,63
51306455032,bce,221,24
51306467634,fbg,196,307
51306478475,dad,246,46
51306497482,ceg,101,270
51306500345,efd,290,5
51306515156,bdc,179,66
51306527703,bgc,50,129
51306546476,egd,120,62
51306548122,bdg,86,141
51306548502,cgd,54,289
51306583798,adg,238,277
51306597206,fcd,1,164
51306618935,eea,168,79
51306649502,abc,255,106
51306657381,caa,287,189
51306657845,cab,213,253
51306685233,aag,292,10
51306696141,bae,145,277
51306696590,geg,56,210
51306740324,cce,173,261
51306753612,acc,44,227
51306755700,fdg,275,9
51306832207,fab,61,206
51306837221,dgf,127,201
51306861391,gae,284,133
51306863648,dbc,272,60
51306896084,acg,161,212
51306905225,agd,156,241
51306906716,dce,296,7
51306935889,ffd,131,159
51306937916,bba,283,13
51306956995,gag,201,244
51306979329,gbd,26,185
51306983377,cfb,123,104
51307004247,afc,196,51
51307063757,aae,44,65
51307074221,gcc,263,145
51307087369,ddd,273,112
51307091704,adb,274,140
51307099893,dgb,159,138
51307112651,dde,222,14
51307129228,gad,109,6
51307133956,gca,147,47
51307187706,fda,204,86
51307190760,fcd,38,172
51307197273,ged,83,114
51307202003,fcd,56,137
51307245035,baf,242,135
51307249192,aaa,47,71
51307250942,ggc,77,127
51307279645,bgf,58,283
51307328111,cdd,63,121
51307347912,fed,180,75
51307424686,dbb,291,127
51307431591,caf,263,62
51307434728,ced,161,80
51307439903,ggg,35,309
51307444614,edc,174,138
51307485907,cae,67,149
51307498212,edd,213,82
51307512517,egb,292,109
51307518774,aad,78,46
51307526230,ebg,3,258
51307569127,cca,1,5
51307591590,dad,140,49
51307594280,fcc,183,204
51307602679,cfd,131,52
51307608958,ccc,180,236
51307617831,gea,292,186
51307626513,afg,42,159
51307630831,cde,15,18
51307682345,fbf,220,152
51307701013,cfa,100,105
51307755850,ded,178,6
51307757787,eeg,187,69
51307777718,bca,256,81
51307792303,fgf,141,242
51307793615,daa,105,139
51307797357,abe,27,96
51307815793,cbg,96,190
51307848914,gge,7,44
51307850204,cec,298,53
51307852250,eab,141,121
51307861384,gdg,54,79
51307896509,ced,151,82
51307900123,bea,197,62
51307932608,dfd,162,221
51307934258,dde,24,14
51307941851,ccg,189,14
51307942234,fgb,251,15
51307947831,cfd,276,58
51307952979,bad,47,72
51307958409,fea,57,28
51307969283,bff,87,70
51307972042,cba,35,19
51307984321,gfc,189,127
51307986639,fbd,213,289
51308060089,bde,236,271
51308062825,bcf,159,271
51308079566,cea,208,81
51308082749,eee,129,21
51308096881,ebg,278,304
51308098092,fcb,33,283
51308105537,aad,60,49
51308107041,fdc,210,263
51308118493,bcd,56,45
51308125145,cdb,236,167
51308158372,cdf,130,227
51308169305,bde,288,300
51308190570,ecg,243,253
51308197683,gcg,200,111
51308208219,fdb,47,23
51308223380,deb,223,44
51308241787,abg,254,56
51308243127,gce,130,180
51308243906,bgd,241,146
51308288438,bdb,22,20
51308318950,dae,103,284
51308407243,ccb,12,192
51308408172,gfb,266,101
51308412006,dcg,229,247
51308422024,bgb,211,282
51308425163,ccf,296,248
51308426458,dgd,4,272
51308444659,aag,139,8
51308445007,bbd,102,268
51308445562,efa,279,78
51308446667,dbg,10,127
51308476804,gcb,254,161
51308488682,dbe,42,104
51308532632,cfe,185,172
51308558873,fgd,222,151
51308569871,baa,218,226
51308577073,ecd,214,110
51308589062,dab,299,150
51308595462,gfg,173,190
51308595997,gbe,96,266
51308607109,bdd,48,211
51308609851,ebc,87,48
51308616386,beb,214,241
51308619796,cdc,117,137
51308633903,fce,32,169
51308638904,gcf,116,237
51308652296,bee,217,63
51308663031,ebd,175,241
51308677832,ggd,182,40
51308678123,bag,14,75
51308691114,fga,31,53
51308695616,aef,241,137
51308724324,aed,121,129
51308726820,dcb,232,119
51308735660,fbb,168,205
51308746064,baa,172,248
51308747553,bed,96,222
51308749037,gcb,183,183
51308759067,aaf,84,158
51308760558,cbb,264,236
51308770593,aba,82,64
51308794033,geb,125,311
51308807834,cag,219,297
51308830171,gaa,124,121
51308839524,dff,63,205
51308872961,fee,78,143
51308892034,fcg,274,90
51308901510,bca,254,76
51308904237,ggf,38,60
51308915157,gcd,73,225
51308936000,dba,100,81
51308953311,fbb,297,225
51308982326,fdd,72,105
51309021896,fec,249,238
51309035317,eff,220,7
51309039559,gga,223,293
51309045647,aec,204,270
51309051147,eda,101,85
51309057916,bfb,277,190
51309058510,fgd,283,143
51309060152,afb,50,212
51309067160,bed,129,219
51309100557,ffb,17,145
51309123526,abf,246,276
51309126626,dge,296,173
51309143144,aff,20,161
51309172156,dec,130,28
51309183419,ggb,192,286
51309213846,fec,272,221
51309219858,bdf,293,190
51309220517,bcb,44,208
51309231471,bdb,193,20
51309232602,dbb,252,115
51309241025,cgc,268,295
51309246939,bac,107,272
51309260658,bbb,8,72
51309260739,dcf,84,143
51309260978,ggb,253,234
51309303054,dcc,127,104
51309313724,cbf,211,172
51309347374,fgg,46,262
51309386204,aac,77,188
51309408485,fcd,32,143
51309413663,dbe,1,84
51309426501,gde,80,245
51309432004,bcc,213,65
51309437739,fed,204,69
51309458191,fef,264,296
51309484552,ffe,59,277
51309485430,ffg,26,273
51309491724,bfc,102,250
51309520729,aab,18,28
51309548860,feg,231,84
51309558965,adf,256,242
51309572523,ace,297,45
51309574874,fba,226,57
51309580433,bcg,89,203
51309597023,bae,224,279
51309602405,ebf,50,90
51309622764,gea,221,186
51309624263,eca,230,212
51309632075,bfa,91,77
51309642761,ecc,250,27
51309643234,ebe,84,285
51309648106,abb,169,40
51309651832,dgd,93,299
51309654509,abc,286,109
51309657091,aaf,116,129
51309663177,edf,167,93
51309694740,cad,155,161
51309718309,gfb,292,86
51309724355,bec,123,278
51309725163,eed,259,220
51309751971,dda,257,133
51309765663,fcf,1,201
51309766696,aga,148,143
51309782979,ecb,60,159
51309783996,bea,255,60
51309786165,bfg,67,153
51309809247,eag,70,229
51309811347,gbg,40,219
51309819026,gff,191,53
51309830770,ggd,223,38
51309833458,def,56,261
51309837239,fcg,19,81
51309837613,bbf,240,338
51309842150,ggg,149,281
51309849331,cbd,220,249
51309851025,aea,13,158
51309851714,afd,236,110
51309851820,bef,147,6
51309871163,agg,207,137
51309875777,gee,39,56
51309877505,gaa,230,140
51309883832,cde,207,14
51309913448,aeg,203,205
51309926994,cgf,11,62
51309938556,dfe,187,239
51309943289,bda,182,119
51309943958,beg,293,112
51309951924,ddd,70,113
51309966998,edg,286,191
51309969273,cdf,138,204
51310010678,eaa,38,139
51310042530,gbf,191,78
51310052683,cbe,166,321
51310091637,dcd,189,23
51310103961,cdf,33,163
51310108641,fga,46,43
51310124954,fec,58,201
51310143683,ccf,175,282
51310155464,cga,239,141
51310158601,cef,297,444
51310165070,ffc,275,278
51310166912,dag,277,146
51310173893,efc,121,250
51310180400,gcc,109,168
51310201866,egf,218,76
51310210993,dad,104,43
51310245867,beg,201,129
51310297204,ege,185,21
51310313495,eed,134,180
51310319143,acg,256,252
51310340153,bfb,147,205
51310373742,dfg,104,126
51310382530,abd,178,27
51310447365,cea,71,66
51310448464,cac,275,59
51310472898,acf,58,153
51310473592,gdf,198,51
51310493293,aad,251,45
51310510303,bbg,217,29
51310517132,edg,12,158
51310537678,bfb,39,196
51310546920,dgb,158,114
51310555697,afa,221,9
51310563450,afa,29,8
51310608740,gag,169,275
51310611235,fga,186,46
51310612457,gda,265,10
51310617447,fgc,255,54
51310647690,gfa,289,176
51310654007,dge,285,179
51310655150,eef,121,156
51310701446,gdg,218,82
51310719805,deg,231,152
51310728523,egc,147,181
51310736537,ecf,15,11
51310743260,aab,237,29
51310748482,egg,176,207
51310758580,gae,299,110
51310779982,aca,219,221
51310794112,bfd,33,243
51310814237,gdc,285,7
51310826357,fed,45,60
51310839632,efe,162,197
51310861357,cde,166,13
51310936033,ced,67,92
51310949032,bgg,40,44
51310975801,cff,217,31
51310980224,dad,90,44
51311005143,fac,175,135
51311014178,ceb,69,115
51311014501,fde,213,217
51311015989,cfb,256,116
51311053537,gaf,273,256
51311053756,bcc,11,55
51311056491,egd,274,61
51311099326,dad,295,47
51311117055,ada,217,152
51311126718,cab,90,222
51311134925,fdf,143,24
51311189593,acb,26,75
51311192153,cbc,216,211
51311201313,ead,225,44
51311205968,bgb,261,284
51311214247,gfd,153,243
51311243035,cgg,151,79
51311245731,beb,202,286
51311246625,baa,195,233
51311255176,caa,134,189
51311273197,efb,128,21
51311278373,ebf,163,97
51311317793,dba,86,92
51311336616,bfe,244,150
51311402260,gbd,82,203
51311409959,ccd,111,25
51311418949,dea,270,267
51311433364,ddd,297,118
51311441551,gaf,169,289
51311444392,agd,15,212
51311463321,efg,273,185
51311484133,afb,28,252
51311486182,bcc,246,44
51311498058,gca,78,51
51311504871,acd,189,13
51311527092,feg,44,90
51311530407,cag,189,288
51311531912,eee,291,17
51311531959,cba,156,18
51311533153,dbc,297,58
51311598193,daf,285,140
51311607580,fad,66,181
51311615269,ega,275,125
51311634197,ffa,252,36
51311635322,efd,276,5
51311638703,fbe,23,195
51311659728,dgb,244,135
51311682863,edc,138,114
51311691657,bbb,16,61
51311698263,bbg,12,24
51311704600,ged,171,133
51311708404,bbf,97,324
51311718262,dff,250,182
51311725216,fde,270,217
51311743389,acd,233,13
51311756576,fcf,32,164
51311758242,baf,116,120
51311758858,gba,145,101
51311759994,dae,159,323
51311772666,dcc,281,116
51311793543,bcc,160,47
51311819037,ebd,125,245
51311830830,fga,117,36
51311849726,eec,260,104
51311867120,aeb,265,126
51311898069,bde,258,345
51311904130,efa,51,82
51311908561,dfe,51,195
51311935610,dab,237,163
51311948797,fef,231,334
51311950051,dac,32,310
51311953864,gcg,167,108
51311992767,cee,37,102
51311996085,ebb,87,24
51312024638,ebg,298,346
51312037397,agb,295,9
51312046197,ddf,115,261
51312059672,feb,111,248
51312061324,dee,66,15
51312139127,cgb,200,182
51312149693,dfc,176,199
51312151608,eda,59,90
51312155547,dgg,274,286
51312164409,cad,283,162
51312170702,acf,282,137
51312179166,agg,97,152
51312219317,gdb,287,158
51312231685,acc,176,183
51312235702,gec,211,149
51312282585,gbc,122,223
51312291592,agc,169,25
51312291726,cff,193,32
51312298690,ffe,247,235
51312310013,bfg,30,137
51312324485,gac,293,133
51312343957,adg,217,240
51312375328,baf,97,98
51312383129,ffc,169,225
51312383193,gff,229,54
51312394114,gdd,108,46
51312410510,dbe,90,78
51312412153,eae,22,142
51312416095,gad,117,7
51312435776,cbg,52,226
51312445649,daf,236,112
51312454711,bge,24,244
51312465685,gad,213,7
51312466651,faf,190,58
51312486819,adb,242,135
51312496256,agf,43,64
51312497517,aeg,99,209
51312504839,afa,132,8
51312523554,acd,202,14
51312524531,ddg,230,186
51312534926,fge,91,107
51312538040,cfd,101,60
51312552157,gab,71,36
51312584105,eag,206,258
51312607420,dgf,193,196
51312619486,ece,24,219
51312657696,dga,50,255
51312668238,eea,288,73
51312681412,ege,134,16
51312682553,aed,183,143
51312691627,fcc,274,165
51312698738,fbc,53,227
51312801549,fdc,19,236
51312810412,eef,60,165
51312847742,dab,125,179
51312925881,ace,246,47
51312983731,gcg,257,91
51313007168,ebd,289,279
51313021986,ddc,11,167
51313022346,bcf,231,276
51313034557,fcb,185,316
51313069284,gbd,23,196
51313087695,aag,171,6
51313097973,fee,239,153
51313119118,ecb,112,144
51313136286,daa,247,120
51313136446,dgc,200,111
51313150517,gfe,6,212
51313150698,fgf,26,208
51313166862,ecf,278,9
51313194912,fcg,101,93
51313195253,bce,272,26
51313207822,eaf,268,300
51313224348,bdg,192,115
51313225329,ede,278,187
51313235185,fed,266,62
51313235800,fca,66,33
51313266819,gee,144,56
51313267170,eed,262,169
51313286310,cfg,147,28
51313297488,fdg,2,8
51313298930,ced,27,95
51313304755,cfd,187,50
51313312417,ebc,164,53
51313322809,fdf,32,25
51313332139,dee,213,12
51313335058,cfc,25,201
51313335933,baf,104,105
51313393398,gfe,49,241
51313412352,bga,128,348
51313420892,bdc,162,78
51313443082,fbg,126,270
51313452209,acb,258,89
51313464957,gce,267,151
51313481233,bab,144,71
51313489053,egf,130,69
51313490598,deb,166,45
51313496002,feb,65,290
51313499248,dbf,72,119
51313500214,ggg,147,300
51313511881,ccb,239,205
51313513770,ded,185,6
51313526442,bca,56,86
51313542534,afe,201,194
51313547721,edb,178,111
51313558534,fag,173,40
51313566480,abf,169,309
51313579074,fgd,171,131
51313584473,ffg,160,229
51313584687,cge,188,206
51313610563,fbb,68,231
51313622055,gee,234,64
51313628333,fgf,29,166
51313644082,gfa,288,170
51313666189,afa,217,9
51313666981,cdb,267,168
51313676371,cda,191,283
51313683734,abc,249,126
51313694950,fge,257,96
51313743012,eae,154,127
51313744047,faa,49,105
51313745639,gbd,90,217
51313748339,gbc,292,216
51313757556,gfb,61,101
51313764599,fcc,174,166
51313768092,fde,282,199
51313792953,abf,227,315
51313875621,caf,262,57
51313875973,aee,129,178
51313881324,cgc,19,256
51313882084,bed,15,208
51313886933,agg,185,170
51313888361,fbf,194,142
51313895177,eaf,226,291
51313946552,ffg,111,242
51313972261,dad,115,54
51314004079,ceb,55,111
51314011642,gfc,105,114
51314029485,acb,178,84
51314031287,add,140,136
51314049660,baa,260,205
51314074720,bfe,176,168
51314135038,dad,120,44
51314145987,dcd,103,22
51314151360,bbd,47,300
51314151609,gef,276,22
51314154432,fae,185,281
51314175239,bbb,27,56
51314183018,eac,45,103
51314192362,aca,159,234
51314227613,age,296,309
51314232340,gcc,72,149
51314234415,bgc,103,132
51314239184,dfa,214,220
51314314672,bbe,186,222
51314329487,cfe,136,151
51314338941,dfb,177,249
51314359801,cge,123,170
51314370985,fda,215,68
51314396666,eeb,169,227
51314400643,cae,135,125
51314406159,bfc,163,255
51314414756,afg,292,146
51314416379,cdf,274,151
51314420336,beg,120,139
51314428403,dfc,88,161
51314432528,bbb,277,46
51314445970,cdc,249,123
51314451400,dbb,176,127
51314468365,bee,21,60
51314470445,cfa,189,96
51314481832,dbc,25,48
51314492389,cea,228,65
51314495640,bcd,203,52
51314497425,dbd,116,102
51314499119,gab,44,32
51314517973,ecb,19,119
51314525868,cce,43,229
51314527866,efc,65,292
51314544373,agb,272,9
51314562012,aae,132,66
51314573168,afd,84,108
51314594095,fff,99,214
51314594394,gac,138,150
51314599023,dge,29,155
51314625981,gbg,79,197
51314650278,edf,146,93
51314697438,abc,259,129
51314704203,ddb,241,66
51314719345,bgf,197,319
51314725465,deb,256,46
51314727373,acg,162,204
51314756090,dea,293,309
51314779154,bgf,10,290
51314779771,ggc,117,128
51314783347,fab,268,193
51314810026,bbc,46,133
51314826410,abd,32,23
51314843251,aee,254,183
51314852560,eab,265,128
51314907051,gcf,214,239
51314915889,efe,235,234
51314930450,aec,114,270
51315011909,bgb,288,303
51315028148,gbe,257,305
51315039796,ead,77,36
51315063054,ddc,4,183
51315083888,fbe,146,228
51315088972,bbf,227,353
51315091546,cdd,39,100
51315115968,cdg,214,194
51315130348,adg,22,285
51315145160,bba,35,10
51315147719,dbd,198,116
51315151487,adc,174,335
51315152752,gfd,73,247
51315183795,ffd,244,144
51315187603,afc,179,54
51315199460,ffb,192,165
51315199538,abd,182,24
51315205410,gbb,290,221
51315275196,fag,287,38
51315282956,eeb,192,208
51315283611,dcf,190,122
51315288965,aff,266,133
51315290224,gcc,267,159
51315309865,cef,72,448
51315312950,cfg,234,28
51315330562,fge,175,97
51315331693,ade,42,309
51315340881,gca,39,56
51315342810,cgd,275,242
51315347830,gga,31,342
51315367127,bed,37,178
51315401385,fdb,267,24
51315446952,fcd,78,151
51315469155,dec,271,31
51315489293,fbg,156,307
51315521448,ggd,128,37
51315536764,cge,153,168
51315537801,fga,197,31
51315537971,cga,88,129
51315552805,abg,128,66
51315562320,ecb,150,114
51315579105,cbd,79,256
51315586672,gfc,88,133
51315593342,geb,56,298
51315609225,afa,117,9
51315634241,ccd,54,24
51315647433,eff,171,8
51315660694,dbe,151,77
51315663658,cae,80,142
51315674953,dfc,125,191
51315724590,dec,126,28
51315751447,deb,2,53
51315766766,ggf,220,67
51315767602,gff,56,43
51315796382,bba,76,10
51315801299,deg,186,165
51315826638,fee,54,180
51315829636,fcg,111,97
51315854310,gca,58,61
51315865476,eba,270,131
51315887239,ceg,114,234
51315912878,dfb,5,234
51315913851,bcf,201,234
51315914963,dfe,213,212
51315931123,aea,220,183
51315931685,bed,3,169
51315933195,ggb,155,234
51315935676,afb,115,299
51315975684,feg,194,90
51315988984,daa,213,124
51316017026,edd,137,86
51316029667,ded,27,5
51316050425,fbg,239,270
51316054678,fde,293,210
51316098572,aaa,161,71
51316117055,ddg,86,154
51316181259,dgg,90,334
51316203926,egb,67,114
51316210924,ged,181,146
51316230627,gea,222,186
51316262058,fca,44,31
51316288218,dca,145,268
51316307518,abb,42,47
51316307592,bcf,227,226
51316351366,fgb,162,16
51316362307,fga,133,24
51316363932,acf,281,156
51316430224,ffg,184,217
51316444258,cca,185,5
51316487724,abf,74,270
51316490545,agb,192,8
51316491179,edg,266,188
51316538185,ccc,75,266
51316550390,eeg,19,82
51316558813,bca,105,102
51316570040,bdf,264,222
51316577559,bdg,63,116
51316586499,aba,94,60
51316605242,ccg,271,11
51316641248,geg,91,237
51316652480,bdd,151,246
51316672150,aab,248,32
51316673946,gcb,140,170
51316678068,dce,198,7
51316678606,geg,290,279
51316685148,aed,184,141
51316701270,gfd,99,247
51316701649,fec,261,205
51316750004,ggb,2,259
51316755227,cac,97,61
51316760666,fdc,279,236
51316764835,eda,211,89
51316773002,fcf,140,132
51316797650,cbb,112,233
51316808693,gaa,159,163
51316809314,aag,184,6
51316827640,dde,48,11
51316831161,dfd,48,176
51316836941,ada,173,153
51316843408,aec,103,275
51316850227,gcg,177,83
51316851503,gee,115,63
51316875339,eca,163,209
51316875567,beb,156,237
51316882436,dfe,32,252
51316902266,acg,9,185
51316906924,fgg,281,248
51316920680,eec,195,104
51316939216,cbd,87,284
51316953030,geg,83,228
51316968508,ddf,158,307
51316979713,dgc,190,104
51317004437,gag,71,288
51317027531,aac,145,214
51317035933,ddb,120,59
51317040277,fgd,185,137
51317044528,gce,32,157
51317057557,dae,264,297
51317057682,bcb,239,193
51317061865,fdd,106,88
51317127032,cec,42,50
51317131700,dgg,254,360
51317147187,cbe,78,340
51317162478,gfa,110,183
51317164822,fea,183,29
51317174790,cad,90,160
51317178350,cdd,247,82
51317195821,bfa,229,66
51317197657,fce,162,140
51317215432,gba,153,93
51317221506,cbc,165,202
51317229412,egg,26,180
51317234022,bgc,126,130
51317238568,bgg,287,36
51317244995,ecf,200,9
51317248616,bgd,155,157
51317273913,gdb,65,172
51317275517,acg,85,149
51317275605,gaf,190,239
51317276796,caf,3,49
51317294334,dec,210,25
51317300988,bag,267,79
51317307007,ebf,279,83
51317319026,caa,264,190
51317319625,fdd,298,92
51317320381,bfb,269,207
51317325646,ede,110,190
51317333004,dbe,256,77
51317338012,dgg,109,410
51317362506,ddf,46,313
51317379641,bge,297,280
51317384223,gge,196,50
51317395561,dgg,178,385
51317411336,bdb,105,18
51317412513,bac,205,217
51317426905,bef,67,6
51317451110,ddd,37,102
51317451266,dbb,35,115
51317467938,def,83,284
51317500018,adf,145,198
51317511361,gff,39,49
51317517317,gaf,34,255
51317528235,abe,241,107
51317534676,dgc,177,102
51317540040,fbd,108,257
51317547398,baa,102,213
51317573969,ece,62,234
51317577396,fdf,247,22
51317590173,bad,218,63
51317593075,bff,207,82
51317603914,ede,36,182
51317628521,cgb,28,167
51317654700,cfb,212,122
51317661914,cec,42,49
51317671203,dad,280,39
51317673306,bge,41,296
